"","week","group","mouse","weight","sex"
"31895",29,"group 6","360","44.2","male"
"31896",30,"group 6","360","44","male"
"31897",31,"group 6","360","44.7","male"
"31898",32,"group 6","360","45.3","male"
"31899",33,"group 6","360","45.3","male"
"31900",34,"group 6","360","45.3","male"
"31901",35,"group 6","360","45.2","male"
"31902",36,"group 6","360","43.5","male"
"31903",37,"group 6","360","43.8","male"
"31904",38,"group 6","360","45","male"
"31905",39,"group 6","360","45.3","male"
"31906",40,"group 6","360","44.3","male"
"31907",41,"group 6","360","45.3","male"
"31908",42,"group 6","360","43.6","male"
"31909",43,"group 6","360","43.4","male"
"31910",44,"group 6","360","43.2","male"
"31911",45,"group 6","360","43.5","male"
"31912",46,"group 6","360","43.6","male"
"31913",47,"group 6","360","43.3","male"
"31914",48,"group 6","360","42.8","male"
"31915",49,"group 6","360","42.5","male"
"31916",50,"group 6","360","42.8","male"
"31917",51,"group 6","360","40","male"
"31918",52,"group 6","360","39.700000000000003","male"
"31919",53,"group 6","360","39.4","male"
"31920",54,"group 6","360","38.4","male"
"31921",55,"group 6","360","37.200000000000003","male"
"31922",56,"group 6","360","35.9","male"
"31923",57,"group 6","360","33.4","male"
"31924",58,"group 6","360","34.1","male"
"31925",59,"group 6","360","32.9","male"
"31926",60,"group 6","360","32","male"
"31927",61,"group 6","360","31.8","male"
"31928",62,"group 6","360","31.7","male"
"31929",63,"group 6","360","31.1","male"
"31930",64,"group 6","360","30.4","male"
"31931",65,"group 6","360","30.2","male"
"31932",66,"group 6","360","30.3","male"
"31933",67,"group 6","360","30.6","male"
"31934",68,"group 6","360","30.1","male"
"31935",69,"group 6","360","30","male"
"31936",70,"group 6","360","30.4","male"
"31937",71,"group 6","360","29.6","male"
"31938",72,"group 6","360","30.5","male"
"31939",73,"group 6","360","30.4","male"
"31969",1,"group 6","361","17.5","male"
"31970",2,"group 6","361","23","male"
"31971",3,"group 6","361","25.61","male"
"31972",4,"group 6","361","26.6","male"
"31973",5,"group 6","361","28.76","male"
"31974",6,"group 6","361","30.25","male"
"31975",7,"group 6","361","31.54","male"
"31976",8,"group 6","361","32.299999999999997","male"
"31977",9,"group 6","361","33.869999999999997","male"
"31978",10,"group 6","361","34.68","male"
"31979",11,"group 6","361","35.94","male"
"31980",12,"group 6","361","36.01","male"
"31981",13,"group 6","361","36.99","male"
"31982",14,"group 6","361","38.200000000000003","male"
"31983",15,"group 6","361","38.56","male"
"31984",16,"group 6","361","37.89","male"
"31985",17,"group 6","361","38.1","male"
"31986",18,"group 6","361","39.9","male"
"31987",19,"group 6","361","40.4","male"
"31988",20,"group 6","361","40.9","male"
"31989",21,"group 6","361","40.799999999999997","male"
"31991",23,"group 6","361","42.5","male"
"31992",24,"group 6","361","41.1","male"
"31993",25,"group 6","361","41.7","male"
"31994",26,"group 6","361","42.7","male"
"31995",27,"group 6","361","41.1","male"
"31996",28,"group 6","361","40.5","male"
"31997",29,"group 6","361","42","male"
"31998",30,"group 6","361","40.299999999999997","male"
"31999",31,"group 6","361","40","male"
"32000",32,"group 6","361","39.799999999999997","male"
"32001",33,"group 6","361","39","male"
"32002",34,"group 6","361","38.1","male"
"32003",35,"group 6","361","38.5","male"
"32004",36,"group 6","361","37.9","male"
"32005",37,"group 6","361","35.9","male"
"32006",38,"group 6","361","33","male"
"32007",39,"group 6","361","39.799999999999997","male"
"32008",40,"group 6","361","34.200000000000003","male"
"32009",41,"group 6","361","38.1","male"
"32010",42,"group 6","361","33.5","male"
"32011",43,"group 6","361","34.9","male"
"32012",44,"group 6","361","34.700000000000003","male"
"32013",45,"group 6","361","36","male"
"32014",46,"group 6","361","36","male"
"32015",47,"group 6","361","37.299999999999997","male"
"32016",48,"group 6","361","36.200000000000003","male"
"32017",49,"group 6","361","36.4","male"
"32018",50,"group 6","361","35.4","male"
"32019",51,"group 6","361","35.700000000000003","male"
"32020",52,"group 6","361","34.6","male"
"32021",53,"group 6","361","34.799999999999997","male"
"32022",54,"group 6","361","35.299999999999997","male"
"32023",55,"group 6","361","34.200000000000003","male"
"32024",56,"group 6","361","33.1","male"
"32025",57,"group 6","361","32.700000000000003","male"
"32026",58,"group 6","361","33.299999999999997","male"
"32027",59,"group 6","361","32.6","male"
"32028",60,"group 6","361","32.799999999999997","male"
"32029",61,"group 6","361","32.5","male"
"32030",62,"group 6","361","32.4","male"
"32031",63,"group 6","361","32","male"
"32032",64,"group 6","361","31.8","male"
"32033",65,"group 6","361","30.3","male"
"32034",66,"group 6","361","29.6","male"
"32035",67,"group 6","361","30.5","male"
"32036",68,"group 6","361","30.5","male"
"32037",69,"group 6","361","30.3","male"
"32038",70,"group 6","361","30","male"
"32039",71,"group 6","361","29.4","male"
"32040",72,"group 6","361","29.1","male"
"32041",73,"group 6","361","28.6","male"
"32071",1,"group 6","362","16.8","male"
"32072",2,"group 6","362","20.9","male"
"32073",3,"group 6","362","23.35","male"
"32074",4,"group 6","362","31.42","male"
"32075",5,"group 6","362","26.75","male"
"32076",6,"group 6","362","27.91","male"
"32077",7,"group 6","362","29.18","male"
"32078",8,"group 6","362","29.3","male"
"32079",9,"group 6","362","30.88","male"
"32080",10,"group 6","362","31.99","male"
"32081",11,"group 6","362","32.200000000000003","male"
"32082",12,"group 6","362","32.47","male"
"32083",13,"group 6","362","33.590000000000003","male"
"32084",14,"group 6","362","34.56","male"
"32085",15,"group 6","362","35.01","male"
"32086",16,"group 6","362","32.950000000000003","male"
"32087",17,"group 6","362","34.5","male"
"32088",18,"group 6","362","35.9","male"
"32089",19,"group 6","362","36.1","male"
"32090",20,"group 6","362","36.9","male"
"32091",21,"group 6","362","36.1","male"
"32093",23,"group 6","362","37.5","male"
"32094",24,"group 6","362","37.200000000000003","male"
"32095",25,"group 6","362","36.5","male"
"32096",26,"group 6","362","37.200000000000003","male"
"32097",27,"group 6","362","35.200000000000003","male"
"32098",28,"group 6","362","35.5","male"
"32099",29,"group 6","362","36.1","male"
"32100",30,"group 6","362","35.799999999999997","male"
"32101",31,"group 6","362","32.299999999999997","male"
"32102",32,"group 6","362","31.4","male"
"32103",33,"group 6","362","30.1","male"
"32104",34,"group 6","362","29.1","male"
"32105",35,"group 6","362","30.5","male"
"32106",36,"group 6","362","29.7","male"
"32107",37,"group 6","362","30.3","male"
"32108",38,"group 6","362","32","male"
"32109",39,"group 6","362","31.4","male"
"32110",40,"group 6","362","31","male"
"32111",41,"group 6","362","29.1","male"
"32112",42,"group 6","362","29.3","male"
"32113",43,"group 6","362","30.1","male"
"32114",44,"group 6","362","29.7","male"
"32115",45,"group 6","362","30.3","male"
"32116",46,"group 6","362","32.1","male"
"32117",47,"group 6","362","33","male"
"32118",48,"group 6","362","32.6","male"
"32119",49,"group 6","362","33","male"
"32120",50,"group 6","362","33.1","male"
"32121",51,"group 6","362","32.700000000000003","male"
"32122",52,"group 6","362","32.700000000000003","male"
"32123",53,"group 6","362","31.6","male"
"32124",54,"group 6","362","30.4","male"
"32125",55,"group 6","362","30.5","male"
"32126",56,"group 6","362","31.1","male"
"32127",57,"group 6","362","29.7","male"
"32128",58,"group 6","362","30.2","male"
"32129",59,"group 6","362","28.8","male"
"32130",60,"group 6","362","29","male"
"32131",61,"group 6","362","28.8","male"
"32132",62,"group 6","362","28.4","male"
"32133",63,"group 6","362","28.9","male"
"32134",64,"group 6","362","29.1","male"
"32135",65,"group 6","362","27.9","male"
"32136",66,"group 6","362","29","male"
"32137",67,"group 6","362","29","male"
"32138",68,"group 6","362","28.8","male"
"32139",69,"group 6","362","26.7","male"
"32173",1,"group 6","363","15.8","male"
"32174",2,"group 6","363","20.6","male"
"32175",3,"group 6","363","23.15","male"
"32176",4,"group 6","363","23.47","male"
"32177",5,"group 6","363","27.02","male"
"32178",6,"group 6","363","28.71","male"
"32179",7,"group 6","363","29.5","male"
"32180",8,"group 6","363","30","male"
"32181",9,"group 6","363","31.28","male"
"32182",10,"group 6","363","32.68","male"
"32183",11,"group 6","363","33.479999999999997","male"
"32184",12,"group 6","363","33.82","male"
"32185",13,"group 6","363","34.9","male"
"32186",14,"group 6","363","36.6","male"
"32187",15,"group 6","363","36.47","male"
"32188",16,"group 6","363","36.22","male"
"32189",17,"group 6","363","35.799999999999997","male"
"32190",18,"group 6","363","37.1","male"
"32191",19,"group 6","363","36.299999999999997","male"
"32192",20,"group 6","363","36.700000000000003","male"
"32193",21,"group 6","363","36.9","male"
"32195",23,"group 6","363","36.799999999999997","male"
"32196",24,"group 6","363","35.5","male"
"32197",25,"group 6","363","36.1","male"
"32198",26,"group 6","363","38.299999999999997","male"
"32199",27,"group 6","363","37.799999999999997","male"
"32200",28,"group 6","363","38.9","male"
"32201",29,"group 6","363","39.5","male"
"32202",30,"group 6","363","39.1","male"
"32203",31,"group 6","363","45.1","male"
"32204",32,"group 6","363","39.700000000000003","male"
"32205",33,"group 6","363","37.700000000000003","male"
"32206",34,"group 6","363","38","male"
"32207",35,"group 6","363","40.4","male"
"32208",36,"group 6","363","38.5","male"
"32209",37,"group 6","363","38.200000000000003","male"
"32210",38,"group 6","363","37.6","male"
"32211",39,"group 6","363","39.700000000000003","male"
"32212",40,"group 6","363","37.799999999999997","male"
"32213",41,"group 6","363","38","male"
"32214",42,"group 6","363","39","male"
"32215",43,"group 6","363","38.700000000000003","male"
"32216",44,"group 6","363","40.700000000000003","male"
"32217",45,"group 6","363","43","male"
"32218",46,"group 6","363","41.8","male"
"32219",47,"group 6","363","42.2","male"
"32220",48,"group 6","363","43.1","male"
"32221",49,"group 6","363","43.3","male"
"32222",50,"group 6","363","40.9","male"
"32223",51,"group 6","363","41.4","male"
"32224",52,"group 6","363","41.4","male"
"32225",53,"group 6","363","42.1","male"
"32226",54,"group 6","363","41.7","male"
"32227",55,"group 6","363","43.4","male"
"32228",56,"group 6","363","43.1","male"
"32229",57,"group 6","363","41.9","male"
"32230",58,"group 6","363","42.3","male"
"32231",59,"group 6","363","42.4","male"
"32232",60,"group 6","363","42","male"
"32233",61,"group 6","363","40.200000000000003","male"
"32234",62,"group 6","363","40.5","male"
"32235",63,"group 6","363","39.700000000000003","male"
"32236",64,"group 6","363","37.799999999999997","male"
"32237",65,"group 6","363","38.1","male"
"32238",66,"group 6","363","37.6","male"
"32239",67,"group 6","363","36.5","male"
"32240",68,"group 6","363","36.9","male"
"32241",69,"group 6","363","35.1","male"
"32242",70,"group 6","363","35.299999999999997","male"
"32243",71,"group 6","363","35","male"
"32244",72,"group 6","363","34.9","male"
"32245",73,"group 6","363","34.299999999999997","male"
"32275",1,"group 6","364","19.2","male"
"32276",2,"group 6","364","25","male"
"32277",3,"group 6","364","28.32","male"
"32278",4,"group 6","364","31.45","male"
"32279",5,"group 6","364","33.74","male"
"32280",6,"group 6","364","35.51","male"
"32281",7,"group 6","364","37.729999999999997","male"
"32282",8,"group 6","364","39.200000000000003","male"
"32283",9,"group 6","364","40.409999999999997","male"
"32284",10,"group 6","364","41.8","male"
"32285",11,"group 6","364","41.99","male"
"32286",12,"group 6","364","42.09","male"
"32287",13,"group 6","364","42.92","male"
"32288",14,"group 6","364","44.13","male"
"32289",15,"group 6","364","43.31","male"
"32290",16,"group 6","364","44.49","male"
"32291",17,"group 6","364","44","male"
"32292",18,"group 6","364","44.5","male"
"32293",19,"group 6","364","44.8","male"
"32294",20,"group 6","364","44.2","male"
"32295",21,"group 6","364","44.1","male"
"32297",23,"group 6","364","45.2","male"
"32298",24,"group 6","364","45","male"
"32299",25,"group 6","364","45.6","male"
"32300",26,"group 6","364","45.7","male"
"32301",27,"group 6","364","45.2","male"
"32302",28,"group 6","364","45.3","male"
"32303",29,"group 6","364","45.5","male"
"32304",30,"group 6","364","45.3","male"
"32305",31,"group 6","364","45","male"
"32306",32,"group 6","364","44.1","male"
"32307",33,"group 6","364","43.6","male"
"32308",34,"group 6","364","42.4","male"
"32309",35,"group 6","364","44.3","male"
"32310",36,"group 6","364","43.2","male"
"32311",37,"group 6","364","43","male"
"32312",38,"group 6","364","39","male"
"32313",39,"group 6","364","44.1","male"
"32314",40,"group 6","364","44","male"
"32315",41,"group 6","364","42.4","male"
"32377",1,"group 6","365","14.7","male"
"32378",2,"group 6","365","19.399999999999999","male"
"32379",3,"group 6","365","22.64","male"
"32380",4,"group 6","365","24.6","male"
"32381",5,"group 6","365","25.95","male"
"32382",6,"group 6","365","27.48","male"
"32383",7,"group 6","365","29.03","male"
"32384",8,"group 6","365","29.9","male"
"32385",9,"group 6","365","30.5","male"
"32386",10,"group 6","365","31.7","male"
"32387",11,"group 6","365","40.29","male"
"32388",12,"group 6","365","31.5","male"
"32389",13,"group 6","365","33.020000000000003","male"
"32390",14,"group 6","365","33.700000000000003","male"
"32391",15,"group 6","365","32.89","male"
"32392",16,"group 6","365","33.42","male"
"32393",17,"group 6","365","34.200000000000003","male"
"32394",18,"group 6","365","34.299999999999997","male"
"32395",19,"group 6","365","35.200000000000003","male"
"32396",20,"group 6","365","33.9","male"
"32397",21,"group 6","365","34.299999999999997","male"
"32399",23,"group 6","365","34.5","male"
"32400",24,"group 6","365","34.5","male"
"32401",25,"group 6","365","34.200000000000003","male"
"32402",26,"group 6","365","35","male"
"32403",27,"group 6","365","34.799999999999997","male"
"32404",28,"group 6","365","34.9","male"
"32405",29,"group 6","365","33.700000000000003","male"
"32406",30,"group 6","365","34.9","male"
"32407",31,"group 6","365","33.700000000000003","male"
"32408",32,"group 6","365","32.700000000000003","male"
"32409",33,"group 6","365","33.1","male"
"32410",34,"group 6","365","33.4","male"
