"","week","group","mouse","weight","sex"
"23174",8,"group 5","263","28.4","female"
"23175",9,"group 5","263","27.8","female"
"23176",10,"group 5","263","29.4","female"
"23177",11,"group 5","263","29.2","female"
"23178",12,"group 5","263","30.4","female"
"23179",13,"group 5","263","31.9","female"
"23180",14,"group 5","263","32.200000000000003","female"
"23181",15,"group 5","263","33","female"
"23182",16,"group 5","263","33.200000000000003","female"
"23183",17,"group 5","263","34.4","female"
"23184",18,"group 5","263","35.200000000000003","female"
"23185",19,"group 5","263","35.200000000000003","female"
"23186",20,"group 5","263","37.200000000000003","female"
"23187",21,"group 5","263","38.299999999999997","female"
"23188",22,"group 5","263","37.9","female"
"23189",23,"group 5","263","37.4","female"
"23190",24,"group 5","263","37.799999999999997","female"
"23191",25,"group 5","263","37.200000000000003","female"
"23192",26,"group 5","263","38.4","female"
"23193",27,"group 5","263","37.799999999999997","female"
"23194",28,"group 5","263","39","female"
"23195",29,"group 5","263","40.4","female"
"23196",30,"group 5","263","40.9","female"
"23197",31,"group 5","263","41.7","female"
"23198",32,"group 5","263","41.2","female"
"23199",33,"group 5","263","41.9","female"
"23200",34,"group 5","263","42.9","female"
"23201",35,"group 5","263","42.8","female"
"23202",36,"group 5","263","41","female"
"23203",37,"group 5","263","43.2","female"
"23204",38,"group 5","263","44.1","female"
"23205",39,"group 5","263","43.6","female"
"23206",40,"group 5","263","43.5","female"
"23207",41,"group 5","263","45.2","female"
"23208",42,"group 5","263","44.4","female"
"23209",43,"group 5","263","47","female"
"23210",44,"group 5","263","47.4","female"
"23211",45,"group 5","263","49","female"
"23212",46,"group 5","263","49.3","female"
"23213",47,"group 5","263","46.6","female"
"23214",48,"group 5","263","46.2","female"
"23215",49,"group 5","263","45.4","female"
"23216",50,"group 5","263","45","female"
"23217",51,"group 5","263","46","female"
"23218",52,"group 5","263","46","female"
"23219",53,"group 5","263","47.7","female"
"23220",54,"group 5","263","44.9","female"
"23221",55,"group 5","263","44.1","female"
"23222",56,"group 5","263","45.2","female"
"23223",57,"group 5","263","42","female"
"23224",58,"group 5","263","40.799999999999997","female"
"23225",59,"group 5","263","49.3","female"
"23226",60,"group 5","263","37.799999999999997","female"
"23227",61,"group 5","263","37.6","female"
"23228",62,"group 5","263","37.1","female"
"23229",63,"group 5","263","35.200000000000003","female"
"23230",64,"group 5","263","37.799999999999997","female"
"23231",65,"group 5","263","37.6","female"
"23232",66,"group 5","263","37","female"
"23233",67,"group 5","263","36.6","female"
"23234",68,"group 5","263","35.4","female"
"23235",69,"group 5","263","32.799999999999997","female"
"23236",70,"group 5","263","26.9","female"
"23237",71,"group 5","263","25.5","female"
"23244",1,"group 5","264","16.8","female"
"23245",2,"group 5","264","18.7","female"
"23246",3,"group 5","264","19.8","female"
"23247",4,"group 5","264","21.1","female"
"23248",5,"group 5","264","22.8","female"
"23249",6,"group 5","264","22.6","female"
"23250",7,"group 5","264","24.8","female"
"23251",8,"group 5","264","25.9","female"
"23252",9,"group 5","264","25.1","female"
"23253",10,"group 5","264","25.2","female"
"23254",11,"group 5","264","28.1","female"
"23255",12,"group 5","264","29.1","female"
"23256",13,"group 5","264","28.4","female"
"23257",14,"group 5","264","27.3","female"
"23258",15,"group 5","264","28","female"
"23259",16,"group 5","264","29.1","female"
"23260",17,"group 5","264","31.9","female"
"23261",18,"group 5","264","33.6","female"
"23262",19,"group 5","264","33.1","female"
"23263",20,"group 5","264","32.1","female"
"23264",21,"group 5","264","33.2","female"
"23265",22,"group 5","264","33","female"
"23266",23,"group 5","264","33.8","female"
"23267",24,"group 5","264","32.5","female"
"23268",25,"group 5","264","31.8","female"
"23269",26,"group 5","264","35.6","female"
"23270",27,"group 5","264","35.2","female"
"23271",28,"group 5","264","34.8","female"
"23272",29,"group 5","264","34.8","female"
"23273",30,"group 5","264","37.1","female"
"23274",31,"group 5","264","37.4","female"
"23275",32,"group 5","264","36","female"
"23276",33,"group 5","264","37.8","female"
"23277",34,"group 5","264","39.3","female"
"23278",35,"group 5","264","40.3","female"
"23279",36,"group 5","264","40.4","female"
"23280",37,"group 5","264","41.2","female"
"23281",38,"group 5","264","42","female"
"23282",39,"group 5","264","41.6","female"
"23283",40,"group 5","264","40.5","female"
"23284",41,"group 5","264","40.4","female"
"23285",42,"group 5","264","42.7","female"
"23286",43,"group 5","264","45","female"
"23287",44,"group 5","264","46","female"
"23288",45,"group 5","264","45.8","female"
"23289",46,"group 5","264","45.1","female"
"23290",47,"group 5","264","42.2","female"
"23291",48,"group 5","264","46.15","female"
"23292",49,"group 5","264","46.3","female"
"23293",50,"group 5","264","47.1","female"
"23294",51,"group 5","264","46","female"
"23295",52,"group 5","264","47","female"
"23296",53,"group 5","264","50.8","female"
"23297",54,"group 5","264","48.8","female"
"23298",55,"group 5","264","49.1","female"
"23299",56,"group 5","264","50.3","female"
"23300",57,"group 5","264","50","female"
"23301",58,"group 5","264","48.5","female"
"23303",60,"group 5","264","45","female"
"23304",61,"group 5","264","45.1","female"
"23305",62,"group 5","264","47","female"
"23306",63,"group 5","264","47.1","female"
"23307",64,"group 5","264","50.1","female"
"23308",65,"group 5","264","51","female"
"23309",66,"group 5","264","50.8","female"
"23310",67,"group 5","264","50.4","female"
"23311",68,"group 5","264","50.8","female"
"23312",69,"group 5","264","49.5","female"
"23313",70,"group 5","264","48","female"
"23314",71,"group 5","264","52.1","female"
"23315",72,"group 5","264","49","female"
"23316",73,"group 5","264","48.3","female"
"23321",1,"group 5","265","18","female"
"23322",2,"group 5","265","20.5","female"
"23323",3,"group 5","265","21.7","female"
"23324",4,"group 5","265","23.7","female"
"23325",5,"group 5","265","25","female"
"23326",6,"group 5","265","24.9","female"
"23327",7,"group 5","265","25.4","female"
"23328",8,"group 5","265","24.7","female"
"23329",9,"group 5","265","27.3","female"
"23330",10,"group 5","265","27.1","female"
"23331",11,"group 5","265","28.1","female"
"23332",12,"group 5","265","25.9","female"
"23333",13,"group 5","265","27.9","female"
"23334",14,"group 5","265","27.2","female"
"23335",15,"group 5","265","25.2","female"
"23336",16,"group 5","265","27.5","female"
"23337",17,"group 5","265","28.6","female"
"23338",18,"group 5","265","30.3","female"
"23339",19,"group 5","265","27.6","female"
"23340",20,"group 5","265","29.2","female"
"23341",21,"group 5","265","30.4","female"
"23342",22,"group 5","265","30.6","female"
"23343",23,"group 5","265","29.2","female"
"23344",24,"group 5","265","28","female"
"23345",25,"group 5","265","28.8","female"
"23346",26,"group 5","265","30.4","female"
"23347",27,"group 5","265","29","female"
"23348",28,"group 5","265","28.8","female"
"23349",29,"group 5","265","29.2","female"
"23350",30,"group 5","265","30.5","female"
"23351",31,"group 5","265","29","female"
"23352",32,"group 5","265","29.4","female"
"23353",33,"group 5","265","32.799999999999997","female"
"23354",34,"group 5","265","29.9","female"
"23355",35,"group 5","265","30.5","female"
"23356",36,"group 5","265","31.3","female"
"23357",37,"group 5","265","29.9","female"
"23358",38,"group 5","265","31","female"
"23359",39,"group 5","265","29.9","female"
"23360",40,"group 5","265","29.5","female"
"23361",41,"group 5","265","31.2","female"
"23362",42,"group 5","265","33.200000000000003","female"
"23363",43,"group 5","265","34.5","female"
"23364",44,"group 5","265","34.5","female"
"23365",45,"group 5","265","33.5","female"
"23366",46,"group 5","265","35.200000000000003","female"
"23367",47,"group 5","265","34.5","female"
"23368",48,"group 5","265","34","female"
"23369",49,"group 5","265","32.799999999999997","female"
"23370",50,"group 5","265","34.299999999999997","female"
"23371",51,"group 5","265","35","female"
"23372",52,"group 5","265","35","female"
"23373",53,"group 5","265","37.700000000000003","female"
"23374",54,"group 5","265","35.799999999999997","female"
"23375",55,"group 5","265","36.6","female"
"23376",56,"group 5","265","36","female"
"23377",57,"group 5","265","35.799999999999997","female"
"23378",58,"group 5","265","35.6","female"
"23379",59,"group 5","265","33.799999999999997","female"
"23380",60,"group 5","265","38.700000000000003","female"
"23381",61,"group 5","265","30.8","female"
"23382",62,"group 5","265","24.1","female"
"23398",1,"group 5","266","17.399999999999999","female"
"23399",2,"group 5","266","19.8","female"
"23400",3,"group 5","266","22.1","female"
"23401",4,"group 5","266","23.8","female"
"23402",5,"group 5","266","26.6","female"
"23403",6,"group 5","266","26.1","female"
"23404",7,"group 5","266","27.8","female"
"23405",8,"group 5","266","28.5","female"
"23406",9,"group 5","266","30.2","female"
"23407",10,"group 5","266","27.1","female"
"23408",11,"group 5","266","24.1","female"
"23409",12,"group 5","266","29.3","female"
"23410",13,"group 5","266","26.9","female"
"23411",14,"group 5","266","26.9","female"
"23412",15,"group 5","266","29.2","female"
"23413",16,"group 5","266","30.5","female"
"23414",17,"group 5","266","24","female"
"23415",18,"group 5","266","30.4","female"
"23416",19,"group 5","266","31.3","female"
"23417",20,"group 5","266","29.8","female"
"23418",21,"group 5","266","32","female"
"23420",23,"group 5","266","30.5","female"
"23421",24,"group 5","266","33.4","female"
"23422",25,"group 5","266","33.6","female"
"23423",26,"group 5","266","32","female"
"23424",27,"group 5","266","33.5","female"
"23425",28,"group 5","266","34.299999999999997","female"
"23426",29,"group 5","266","31.6","female"
"23427",30,"group 5","266","33.5","female"
"23428",31,"group 5","266","34.1","female"
"23429",32,"group 5","266","32.6","female"
"23430",33,"group 5","266","32.799999999999997","female"
"23431",34,"group 5","266","34.200000000000003","female"
"23432",35,"group 5","266","33.200000000000003","female"
"23433",36,"group 5","266","31.6","female"
"23434",37,"group 5","266","33.5","female"
"23435",38,"group 5","266","32","female"
"23436",39,"group 5","266","28.7","female"
"23437",40,"group 5","266","29","female"
"23438",41,"group 5","266","28","female"
"23439",42,"group 5","266","28.9","female"
"23440",43,"group 5","266","31.6","female"
"23441",44,"group 5","266","34","female"
"23442",45,"group 5","266","35.6","female"
"23443",46,"group 5","266","36.1","female"
"23444",47,"group 5","266","34.200000000000003","female"
"23445",48,"group 5","266","35.799999999999997","female"
"23446",49,"group 5","266","36.4","female"
"23447",50,"group 5","266","34.299999999999997","female"
"23448",51,"group 5","266","35.1","female"
"23449",52,"group 5","266","36","female"
"23450",53,"group 5","266","35.5","female"
"23451",54,"group 5","266","35.200000000000003","female"
"23452",55,"group 5","266","35.799999999999997","female"
"23453",56,"group 5","266","37.299999999999997","female"
"23454",57,"group 5","266","36.5","female"
"23455",58,"group 5","266","35.200000000000003","female"
"23456",59,"group 5","266","32.200000000000003","female"
"23457",60,"group 5","266","36.5","female"
"23458",61,"group 5","266","33.299999999999997","female"
"23459",62,"group 5","266","34.799999999999997","female"
"23460",63,"group 5","266","34.299999999999997","female"
"23461",64,"group 5","266","36.1","female"
"23462",65,"group 5","266","35.299999999999997","female"
"23463",66,"group 5","266","30.8","female"
"23464",67,"group 5","266","31.8","female"
"23465",68,"group 5","266","32.6","female"
"23466",69,"group 5","266","31.6","female"
"23467",70,"group 5","266","30.9","female"
"23468",71,"group 5","266","29.1","female"
"23469",72,"group 5","266","29","female"
"23470",73,"group 5","266","28","female"
"23475",1,"group 5","267","18.9","female"
"23476",2,"group 5","267","21.2","female"
"23477",3,"group 5","267","23.1","female"
"23478",4,"group 5","267","25.1","female"
"23479",5,"group 5","267","26.1","female"
"23480",6,"group 5","267","29.4","female"
"23481",7,"group 5","267","30.3","female"
"23482",8,"group 5","267","30.6","female"
"23483",9,"group 5","267","32.1","female"
"23484",10,"group 5","267","30.3","female"
"23485",11,"group 5","267","33.1","female"
"23486",12,"group 5","267","33.9","female"
"23487",13,"group 5","267","35.2","female"
"23488",14,"group 5","267","32.4","female"
"23489",15,"group 5","267","33.6","female"
"23490",16,"group 5","267","36","female"
"23491",17,"group 5","267","37.2","female"
"23492",18,"group 5","267","36.6","female"
"23493",19,"group 5","267","37","female"
"23494",20,"group 5","267","39.5","female"
"23495",21,"group 5","267","40.2","female"
"23496",22,"group 5","267","40.3","female"
"23497",23,"group 5","267","37.7","female"
"23498",24,"group 5","267","38","female"
"23499",25,"group 5","267","39.1","female"
"23500",26,"group 5","267","40.5","female"
"23501",27,"group 5","267","42.2","female"
"23502",28,"group 5","267","40.5","female"
"23503",29,"group 5","267","39.4","female"
"23504",30,"group 5","267","40.9","female"
"23505",31,"group 5","267","41.4","female"
"23506",32,"group 5","267","40.4","female"
"23507",33,"group 5","267","39.5","female"
"23508",34,"group 5","267","40.4","female"
"23509",35,"group 5","267","39.5","female"
"23510",36,"group 5","267","40.7","female"
"23511",37,"group 5","267","42.4","female"
"23512",38,"group 5","267","42.1","female"
"23513",39,"group 5","267","39.6","female"
"23514",40,"group 5","267","41","female"
"23515",41,"group 5","267","41.5","female"
"23516",42,"group 5","267","42.2","female"
"23517",43,"group 5","267","42.7","female"
"23518",44,"group 5","267","41.1","female"
"23519",45,"group 5","267","41.8","female"
"23520",46,"group 5","267","43.1","female"
"23521",47,"group 5","267","44.2","female"
"23522",48,"group 5","267","43.7","female"
"23523",49,"group 5","267","42.5","female"
"23524",50,"group 5","267","43.5","female"
"23525",51,"group 5","267","43","female"
"23526",52,"group 5","267","43","female"
"23527",53,"group 5","267","44.4","female"
"23528",54,"group 5","267","43.1","female"
"23529",55,"group 5","267","42.5","female"
"23530",56,"group 5","267","40","female"
"23531",57,"group 5","267","41.9","female"
"23532",58,"group 5","267","40.5","female"
"23533",59,"group 5","267","38.9","female"
"23534",60,"group 5","267","38.4","female"
"23535",61,"group 5","267","39.1","female"
"23536",62,"group 5","267","38.1","female"
"23537",63,"group 5","267","34.7","female"
"23538",64,"group 5","267","37","female"
"23539",65,"group 5","267","36.6","female"
"23540",66,"group 5","267","34.2","female"
"23541",67,"group 5","267","33.8","female"
"23542",68,"group 5","267","34.8","female"
"23543",69,"group 5","267","32.8","female"
"23544",70,"group 5","267","33.8","female"
"23545",71,"group 5","267","33","female"
"23546",72,"group 5","267","33.6","female"
"23547",73,"group 5","267","32.6","female"
"23552",1,"group 5","268","17.8","female"
"23553",2,"group 5","268","19.8","female"
"23554",3,"group 5","268","20.8","female"
"23555",4,"group 5","268","21.4","female"
"23556",5,"group 5","268","23.4","female"
"23557",6,"group 5","268","23.1","female"
"23558",7,"group 5","268","24.2","female"
"23559",8,"group 5","268","24.4","female"
"23560",9,"group 5","268","24.9","female"
"23561",10,"group 5","268","23","female"
"23562",11,"group 5","268","24.2","female"
"23563",12,"group 5","268","24.9","female"
"23564",13,"group 5","268","24.9","female"
"23565",14,"group 5","268","23.9","female"
"23566",15,"group 5","268","23.4","female"
"23567",16,"group 5","268","25.1","female"
"23568",17,"group 5","268","23.9","female"
"23569",18,"group 5","268","24.7","female"
"23570",19,"group 5","268","24.7","female"
"23571",20,"group 5","268","23.6","female"
"23572",21,"group 5","268","24.4","female"
"23573",22,"group 5","268","24.7","female"
"23574",23,"group 5","268","24.9","female"
"23575",24,"group 5","268","23.9","female"
"23576",25,"group 5","268","25.4","female"
"23577",26,"group 5","268","25.2","female"
"23578",27,"group 5","268","23","female"
"23579",28,"group 5","268","24.2","female"
"23580",29,"group 5","268","23.8","female"
"23581",30,"group 5","268","26.2","female"
"23582",31,"group 5","268","25.8","female"
"23583",32,"group 5","268","24.8","female"
"23584",33,"group 5","268","26","female"
"23585",34,"group 5","268","24.6","female"
"23586",35,"group 5","268","25.2","female"
"23587",36,"group 5","268","25.4","female"
"23588",37,"group 5","268","25.2","female"
"23589",38,"group 5","268","25.1","female"
"23590",39,"group 5","268","24.7","female"
"23591",40,"group 5","268","25","female"
"23592",41,"group 5","268","25.5","female"
"23593",42,"group 5","268","25.4","female"
"23594",43,"group 5","268","26.5","female"
"23595",44,"group 5","268","26.2","female"
"23596",45,"group 5","268","25.4","female"
"23597",46,"group 5","268","25.8","female"
"23598",47,"group 5","268","26.5","female"
"23599",48,"group 5","268","25.8","female"
"23600",49,"group 5","268","24.3","female"
"23601",50,"group 5","268","25.7","female"
"23602",51,"group 5","268","25","female"
"23603",52,"group 5","268","26","female"
"23604",53,"group 5","268","25.2","female"
"23605",54,"group 5","268","25.7","female"
"23606",55,"group 5","268","25.8","female"
"23607",56,"group 5","268","26.4","female"
"23608",57,"group 5","268","25","female"
"23609",58,"group 5","268","24.8","female"
"23610",59,"group 5","268","25","female"
"23611",60,"group 5","268","25","female"
"23612",61,"group 5","268","25.1","female"
"23613",62,"group 5","268","24.6","female"
"23614",63,"group 5","268","22.8","female"
"23615",64,"group 5","268","24.2","female"
"23616",65,"group 5","268","24.1","female"
"23617",66,"group 5","268","22","female"
"23618",67,"group 5","268","23.1","female"
"23619",68,"group 5","268","23.9","female"
"23620",69,"group 5","268","23.8","female"
"23621",70,"group 5","268","23.4","female"
"23622",71,"group 5","268","24","female"
"23623",72,"group 5","268","24.2","female"
"23624",73,"group 5","268","23.3","female"
"23629",1,"group 5","269","16.9","female"
"23630",2,"group 5","269","19.8","female"
"23631",3,"group 5","269","22.2","female"
"23632",4,"group 5","269","24.1","female"
"23633",5,"group 5","269","25.6","female"
"23634",6,"group 5","269","27.7","female"
"23635",7,"group 5","269","29.3","female"
"23636",8,"group 5","269","28.9","female"
"23637",9,"group 5","269","29.3","female"
"23638",10,"group 5","269","27.4","female"
"23639",11,"group 5","269","30","female"
"23640",12,"group 5","269","28.8","female"
"23641",13,"group 5","269","29.4","female"
"23642",14,"group 5","269","29.9","female"
"23643",15,"group 5","269","31","female"
"23644",16,"group 5","269","30","female"
"23645",17,"group 5","269","32.2","female"
"23646",18,"group 5","269","34.7","female"
"23647",19,"group 5","269","32.2","female"
"23648",20,"group 5","269","33.7","female"
"23649",21,"group 5","269","35.2","female"
"23650",22,"group 5","269","35","female"
"23651",23,"group 5","269","35.5","female"
"23652",24,"group 5","269","33.8","female"
"23653",25,"group 5","269","34.4","female"
"23654",26,"group 5","269","35.9","female"
"23655",27,"group 5","269","37","female"
"23656",28,"group 5","269","35.5","female"
"23657",29,"group 5","269","36.7","female"
"23658",30,"group 5","269","37.6","female"
"23659",31,"group 5","269","37.2","female"
"23660",32,"group 5","269","36.5","female"
"23661",33,"group 5","269","38.9","female"
"23662",34,"group 5","269","38.9","female"
"23663",35,"group 5","269","39.3","female"
"23664",36,"group 5","269","38.7","female"
"23665",37,"group 5","269","37.9","female"
"23666",38,"group 5","269","38.7","female"
"23667",39,"group 5","269","39.1","female"
"23668",40,"group 5","269","38.3","female"
"23669",41,"group 5","269","39.5","female"
"23670",42,"group 5","269","41.2","female"
"23671",43,"group 5","269","42.3","female"
"23672",44,"group 5","269","43","female"
"23673",45,"group 5","269","42","female"
"23674",46,"group 5","269","43.7","female"
"23675",47,"group 5","269","44.9","female"
"23676",48,"group 5","269","44.5","female"
"23677",49,"group 5","269","45.3","female"
"23678",50,"group 5","269","44.8","female"
"23679",51,"group 5","269","46","female"
"23680",52,"group 5","269","46","female"
"23681",53,"group 5","269","46.8","female"
"23682",54,"group 5","269","46","female"
"23683",55,"group 5","269","43.6","female"
"23684",56,"group 5","269","44.7","female"
"23685",57,"group 5","269","43","female"
"23686",58,"group 5","269","41.8","female"
"23687",59,"group 5","269","41.4","female"
"23688",60,"group 5","269","39.6","female"
"23689",61,"group 5","269","40.4","female"
"23690",62,"group 5","269","41.9","female"
"23691",63,"group 5","269","39.2","female"
"23692",64,"group 5","269","41.5","female"
"23693",65,"group 5","269","41.2","female"
"23694",66,"group 5","269","39.1","female"
"23695",67,"group 5","269","38.6","female"
"23696",68,"group 5","269","38","female"
"23697",69,"group 5","269","38.1","female"
"23698",70,"group 5","269","39","female"
"23699",71,"group 5","269","36","female"
"23700",72,"group 5","269","36.2","female"
"23701",73,"group 5","269","35","female"
"23706",1,"group 5","270","16","female"
"23707",2,"group 5","270","18.2","female"
"23708",3,"group 5","270","19.4","female"
"23709",4,"group 5","270","20.3","female"
"23710",5,"group 5","270","23","female"
"23711",6,"group 5","270","22.3","female"
"23712",7,"group 5","270","24.6","female"
"23713",8,"group 5","270","25.9","female"
"23714",9,"group 5","270","26.1","female"
"23715",10,"group 5","270","25.3","female"
"23716",11,"group 5","270","27.9","female"
"23717",12,"group 5","270","26.4","female"
"23718",13,"group 5","270","27.1","female"
"23719",14,"group 5","270","28.7","female"
"23720",15,"group 5","270","26.9","female"
"23721",16,"group 5","270","30","female"
"23722",17,"group 5","270","31.5","female"
"23723",18,"group 5","270","29.9","female"
"23724",19,"group 5","270","32.3","female"
"23725",20,"group 5","270","34.3","female"
"23726",21,"group 5","270","34.3","female"
"23727",22,"group 5","270","34.4","female"
"23728",23,"group 5","270","32.7","female"
"23729",24,"group 5","270","32.3","female"
"23730",25,"group 5","270","31.5","female"
"23731",26,"group 5","270","31.5","female"
"23732",27,"group 5","270","33.8","female"
"23733",28,"group 5","270","34.3","female"
"23734",29,"group 5","270","32.5","female"
"23735",30,"group 5","270","33.9","female"
"23736",31,"group 5","270","33","female"
"23737",32,"group 5","270","32.8","female"
"23738",33,"group 5","270","33.3","female"
"23739",34,"group 5","270","31.2","female"
"23740",35,"group 5","270","32.9","female"
"23741",36,"group 5","270","33.5","female"
"23742",37,"group 5","270","32.1","female"
"23743",38,"group 5","270","32.9","female"
"23744",39,"group 5","270","34.2","female"
"23745",40,"group 5","270","34.8","female"
"23746",41,"group 5","270","34.7","female"
"23747",42,"group 5","270","35.3","female"
"23748",43,"group 5","270","38.4","female"
"23749",44,"group 5","270","38","female"
"23750",45,"group 5","270","38.9","female"
"23751",46,"group 5","270","39.4","female"
"23752",47,"group 5","270","41.3","female"
"23753",48,"group 5","270","40.1","female"
"23754",49,"group 5","270","42","female"
"23755",50,"group 5","270","42.2","female"
"23756",51,"group 5","270","41","female"
"23757",52,"group 5","270","43","female"
"23758",53,"group 5","270","41.9","female"
"23759",54,"group 5","270","40.9","female"
"23760",55,"group 5","270","40.2","female"
"23761",56,"group 5","270","40.4","female"
"23762",57,"group 5","270","42","female"
"23763",58,"group 5","270","40.9","female"
"23764",59,"group 5","270","39.8","female"
"23765",60,"group 5","270","38.9","female"
"23766",61,"group 5","270","38.6","female"
"23767",62,"group 5","270","40.3","female"
"23768",63,"group 5","270","39.4","female"
"23769",64,"group 5","270","40.6","female"
"23770",65,"group 5","270","43","female"
"23771",66,"group 5","270","39","female"
"23772",67,"group 5","270","40","female"
"23773",68,"group 5","270","40.5","female"
"23774",69,"group 5","270","39.8","female"
"23775",70,"group 5","270","42.3","female"
"23776",71,"group 5","270","39.3","female"
"23777",72,"group 5","270","38.6","female"
"23778",73,"group 5","270","37.8","female"
"23783",1,"group 5","271","17.2","female"
"23784",2,"group 5","271","20.100000000000001","female"
"23785",3,"group 5","271","23.8","female"
"23786",4,"group 5","271","25.3","female"
"23787",5,"group 5","271","27.7","female"
"23788",6,"group 5","271","31.6","female"
"23789",7,"group 5","271","29.8","female"
"23790",8,"group 5","271","30.1","female"
"23791",9,"group 5","271","33.1","female"
"23792",10,"group 5","271","33.4","female"
"23793",11,"group 5","271","32.299999999999997","female"
"23794",12,"group 5","271","33.700000000000003","female"
"23795",13,"group 5","271","37.6","female"
"23796",14,"group 5","271","39.700000000000003","female"
"23797",15,"group 5","271","40.299999999999997","female"
"23798",16,"group 5","271","37.700000000000003","female"
"23799",17,"group 5","271","39.5","female"
"23800",18,"group 5","271","42.8","female"
"23801",19,"group 5","271","41.8","female"
"23802",20,"group 5","271","40.799999999999997","female"
"23803",21,"group 5","271","42.5","female"
"23804",22,"group 5","271","42.3","female"
"23805",23,"group 5","271","43.8","female"
"23806",24,"group 5","271","44.1","female"
"23807",25,"group 5","271","44.6","female"
"23808",26,"group 5","271","45.6","female"
"23809",27,"group 5","271","45.4","female"
"23810",28,"group 5","271","46.1","female"
"23811",29,"group 5","271","46.2","female"
"23812",30,"group 5","271","46.3","female"
"23813",31,"group 5","271","46","female"
"23814",32,"group 5","271","45.3","female"
"23815",33,"group 5","271","47.7","female"
"23816",34,"group 5","271","45.9","female"
"23817",35,"group 5","271","49.1","female"
"23818",36,"group 5","271","48.6","female"
"23819",37,"group 5","271","49.5","female"
"23820",38,"group 5","271","48.4","female"
"23821",39,"group 5","271","48.5","female"
"23822",40,"group 5","271","50.8","female"
"23823",41,"group 5","271","50.2","female"
"23824",42,"group 5","271","52.4","female"
"23825",43,"group 5","271","54","female"
"23826",44,"group 5","271","53.1","female"
"23827",45,"group 5","271","53.2","female"
"23828",46,"group 5","271","54.9","female"
"23829",47,"group 5","271","54","female"
"23830",48,"group 5","271","54.7","female"
"23831",49,"group 5","271","53","female"
"23835",53,"group 5","271","54.5","female"
"23836",54,"group 5","271","54.3","female"
"23837",55,"group 5","271","46.1","female"
"23838",56,"group 5","271","48.4","female"
"23839",57,"group 5","271","50.1","female"
"23840",58,"group 5","271","53.2","female"
"23841",59,"group 5","271","51.8","female"
"23842",60,"group 5","271","54.2","female"
"23843",61,"group 5","271","54.8","female"
"23845",63,"group 5","271","53.8","female"
"23846",64,"group 5","271","51.9","female"
"23847",65,"group 5","271","54.2","female"
"23848",66,"group 5","271","52.5","female"
"23849",67,"group 5","271","51.8","female"
"23850",68,"group 5","271","54.5","female"
"23853",71,"group 5","271","54.9","female"
"23855",73,"group 5","271","52","female"
"23860",1,"group 5","272","17.7","female"
"23861",2,"group 5","272","19.5","female"
"23862",3,"group 5","272","21.6","female"
"23863",4,"group 5","272","22.8","female"
"23864",5,"group 5","272","25.5","female"
"23865",6,"group 5","272","28.2","female"
"23866",7,"group 5","272","26.5","female"
"23867",8,"group 5","272","26.7","female"
"23868",9,"group 5","272","29.8","female"
"23869",10,"group 5","272","30.9","female"
"23870",11,"group 5","272","32","female"
"23871",12,"group 5","272","28.8","female"
"23872",13,"group 5","272","31.8","female"
"23873",14,"group 5","272","33.799999999999997","female"
"23874",15,"group 5","272","34.200000000000003","female"
"23937",1,"group 5","273","16.5","female"
"23938",2,"group 5","273","18.9","female"
"23939",3,"group 5","273","19.4","female"
"23940",4,"group 5","273","20.2","female"
"23941",5,"group 5","273","21.1","female"
"23942",6,"group 5","273","22.8","female"
"23943",7,"group 5","273","22.5","female"
"23944",8,"group 5","273","22.8","female"
"23945",9,"group 5","273","22.9","female"
"23946",10,"group 5","273","24.1","female"
"23947",11,"group 5","273","24","female"
"23948",12,"group 5","273","24.5","female"
"23949",13,"group 5","273","24.7","female"
"23950",14,"group 5","273","25.7","female"
"23951",15,"group 5","273","23.9","female"
"23952",16,"group 5","273","25","female"
"23953",17,"group 5","273","25.1","female"
"23954",18,"group 5","273","27.1","female"
"23955",19,"group 5","273","26.8","female"
"23956",20,"group 5","273","27.8","female"
"23957",21,"group 5","273","27.7","female"
"23958",22,"group 5","273","27.8","female"
"23959",23,"group 5","273","24.7","female"
"23960",24,"group 5","273","25.1","female"
"23961",25,"group 5","273","25.8","female"
"23962",26,"group 5","273","25.4","female"
"23963",27,"group 5","273","25","female"
"23964",28,"group 5","273","23.9","female"
"23965",29,"group 5","273","24.7","female"
"23966",30,"group 5","273","25.8","female"
"23967",31,"group 5","273","25","female"
"23968",32,"group 5","273","23.9","female"
"23969",33,"group 5","273","25","female"
"23970",34,"group 5","273","25.7","female"
"23971",35,"group 5","273","25.8","female"
"23972",36,"group 5","273","25.6","female"
"23973",37,"group 5","273","26.5","female"
"23974",38,"group 5","273","25.7","female"
"23975",39,"group 5","273","24.9","female"
"23976",40,"group 5","273","25.6","female"
"23977",41,"group 5","273","25.8","female"
"23978",42,"group 5","273","26.4","female"
"23979",43,"group 5","273","26.4","female"
"23980",44,"group 5","273","26.9","female"
"23981",45,"group 5","273","26.9","female"
"23982",46,"group 5","273","26.8","female"
"23983",47,"group 5","273","27.2","female"
"23984",48,"group 5","273","27.6","female"
"23985",49,"group 5","273","28.5","female"
"23986",50,"group 5","273","28.8","female"
"24014",1,"group 5","274","17.3","female"
"24015",2,"group 5","274","19.100000000000001","female"
"24016",3,"group 5","274","18.5","female"
"24017",4,"group 5","274","20.2","female"
"24018",5,"group 5","274","21.3","female"
"24019",6,"group 5","274","23.4","female"
